winner 	  t0_cs_min_0_10 	 t0_cs_min_10_20 	 t0_xp_min_0_10 	 t0_xp_min_10_20 	 t0_gold_min_0_10 	 t0_gold_min_10_20 	 t0_cs_diff_min_0_10 	 t0_cs_diff_min_10_20 	 t0_xp_diff_min_0_10 	 t0_xp_diff_min_10_20 	 t0_dmg_taken_min_0_10 	 t0_dmg_taken_min_10_20 	 t0_dmg_taken_diff_0_10 	 t0_dmg_taken_diff_10_20 	  t0_c0_wr 	 t0_c1_wr 	 t0_c2_wr 	 t0_c3_wr 	 t0_c4_wr 	  t1_cs_min_0_10 	 t1_cs_min_10_20 	 t1_xp_min_0_10 	 t1_xp_min_10_20 	 t1_gold_min_0_10 	 t1_gold_min_10_20 	 t1_cs_diff_min_0_10 	 t1_cs_diff_min_10_20 	 t1_xp_diff_min_0_10 	 t1_xp_diff_min_10_20 	 t1_dmg_taken_min_0_10 	 t1_dmg_taken_min_10_20 	 t1_dmg_taken_diff_0_10 	 t1_dmg_taken_diff_10_20 	  t1_c0_wr 	 t1_c1_wr 	 t1_c2_wr 	 t1_c3_wr 	 t1_c4_wr
0	  13.399999999999999	 14.1	 1610.1000000000001	 2175.2	 1169.5	 1820.7000000000003	 -6.700000000000001	 -7.1000000000000005	 -100.80000000000001	 312.10000000000014	 2043.6000000000004	 2962.4999999999995	 -55.299999999999955	 -1056.5000000000005	  0.5156743666874776 	 0.4913516782582401 	 0.5034008371291395 	 0.4851501158883878 	 0.5120610951258032 	  20.1	 21.2	 1710.9	 1863.1	 1399.0	 1834.1	 6.700000000000001	 7.1	 100.80000000000001	 -312.10000000000014	 2098.8999999999996	 4019.0	 55.299999999999955	 1056.5000000000002  0.5030250161803191 	 0.4922352259809554 	 0.45439506393633194 	 0.4869932405817196 	 0.48790092388708306 	
0	  19.4	 23.5	 1836.6999999999998	 1887.8	 1181.5	 1761.7	 -2.1	 -0.399999999999999	 77.00000000000003	 -276.5999999999999	 2043.8	 3089.9	 231.79999999999995	 311.2000000000003	  0.46435320391685275 	 0.5019054432893354 	 0.5011879292206948 	 0.530737561928686 	 0.4873607730978985 	  21.5	 23.9	 1759.6999999999998	 2164.3999999999996	 1271.6999999999998	 1959.8000000000002	 2.0999999999999996	 0.399999999999999	 -77.00000000000003	 276.5999999999999	 1812.0	 2778.7	 -231.79999999999995	 -311.2000000000003  0.47926480809328903 	 0.5030250161803191 	 0.4853440822241436 	 0.5172697569441616 	 0.499486301369863 	
1	  16.200000000000003	 21.299999999999997	 1840.2	 2200.0	 1243.8000000000002	 2099.5	 -3.6000000000000005	 1.0999999999999985	 114.10000000000002	 264.9000000000001	 2017.9	 3832.8999999999996	 119.3000000000001	 470.29999999999995	  0.5216623414071511 	 0.4932423651721897 	 0.4600315771007543 	 0.5309594460929773 	 0.5349685920519321 	  19.8	 20.200000000000003	 1726.1000000000001	 1935.1	 1160.6	 1891.6000000000001	 3.5999999999999996	 -1.0999999999999988	 -114.10000000000002	 -264.9000000000001	 1898.6	 3362.6000000000004	 -119.30000000000013	 -470.29999999999995  0.4867730681537236 	 0.47658779576587795 	 0.4933234083278898 	 0.4853440822241436 	 0.5272148200763 	
0	  18.7	 22.599999999999998	 1762.8000000000002	 2036.5000000000002	 1286.0	 1878.4	 -2.0999999999999996	 -0.5	 92.89999999999992	 -241.69999999999996	 1535.8000000000002	 3064.7000000000003	 -420.29999999999995	 -717.4999999999999	  0.522193607029238 	 0.45348447888267085 	 0.5120610951258032 	 0.4678450125134072 	 0.4808620233320439 	  20.8	 23.099999999999998	 1669.9	 2278.2	 1180.5	 1926.8000000000002	 2.0999999999999996	 0.5	 -92.89999999999992	 241.69999999999996	 1956.1	 3782.2000000000003	 420.29999999999995	 717.4999999999999  0.5008409014463505 	 0.5011879292206948 	 0.4477634011090573 	 0.47926480809328903 	 0.51785023049583 	
1	  17.9	 24.6	 1765.2	 2421.7	 1179.7	 2114.7999999999997	 -3.2000000000000006	 6.500000000000001	 -46.300000000000026	 373.00000000000006	 2065.5	 3141.2000000000003	 125.30000000000001	 -629.0999999999997	  0.4808620233320439 	 0.4933234083278898 	 0.4477634011090573 	 0.5091642563556097 	 0.4678450125134072 	  21.099999999999998	 18.1	 1811.5000000000002	 2048.7	 1252.3	 1696.7	 3.1999999999999997	 -6.500000000000001	 46.300000000000054	 -372.99999999999994	 1940.1999999999998	 3770.2999999999997	 -125.30000000000001	 629.0999999999997  0.5041272612638829 	 0.47412895719796705 	 0.50702924576706 	 0.5169163294444313 	 0.5307132571025301 	
0	  17.200000000000003	 16.8	 1701.0	 1834.8	 1139.6	 1871.1999999999998	 -2.5999999999999996	 -3.9000000000000004	 63.699999999999946	 -102.1999999999999	 1674.6	 2918.6	 12.20000000000006	 -298.0999999999998	  0.5041272612638829 	 0.5180571444712795 	 0.5217391304347826 	 0.507259340810569 	 0.4932591889325919 	  19.8	 20.7	 1637.3	 1937.0	 1250.5	 1802.3000000000002	 2.5999999999999996	 3.9000000000000004	 -63.699999999999946	 102.1999999999999	 1662.4	 3216.7000000000003	 -12.200000000000088	 298.0999999999998  0.5061780388204947 	 0.5267802630848643 	 0.479976020594078 	 0.5208914699449431 	 0.4853440822241436 	
0	  16.8	 22.3	 1648.8999999999999	 2138.3	 1117.1	 1582.1999999999998	 -1.7999999999999987	 2.2	 -188.50000000000006	 -54.19999999999999	 1974.6999999999998	 3392.0999999999995	 -113.70000000000002	 423.9999999999999	  0.5053689427312775 	 0.4851501158883878 	 0.5015551625297311 	 0.50702924576706 	 0.48790092388708306 	  18.6	 20.099999999999998	 1837.4	 2192.5	 1318.6000000000001	 1918.4	 1.7999999999999983	 -2.2	 188.50000000000009	 54.199999999999974	 2088.4	 2968.1	 113.70000000000003	 -423.9999999999999  0.5065880189980083 	 0.5041272612638829 	 0.5011514821442464 	 0.507259340810569 	 0.5058192490638599 	
1	  21.799999999999997	 23.4	 1869.0	 2012.5	 1217.1999999999998	 1987.1999999999998	 1.100000000000001	 0.19999999999999996	 124.3000000000001	 -420.40000000000003	 1921.8999999999999	 3862.3	 -77.50000000000004	 939.8999999999999	  0.5164560029075637 	 0.5314717679728479 	 0.49782923299565845 	 0.51785023049583 	 0.5108397124992695 	  20.7	 23.2	 1744.6999999999998	 2432.8999999999996	 1211.7	 2108.1000000000004	 -1.1000000000000012	 -0.19999999999999996	 -124.3000000000001	 420.40000000000003	 1999.4	 2922.4	 77.50000000000006	 -939.8999999999999  0.4933234083278898 	 0.5443243682457138 	 0.5032257135451168 	 0.45439506393633194 	 0.5065880189980083 	
0	  17.900000000000002	 22.700000000000003	 1672.4	 2257.2	 1224.8999999999999	 1901.1999999999998	 -0.10000000000000053	 2.100000000000001	 43.59999999999992	 179.1	 1997.8000000000002	 3619.5	 240.69999999999993	 827.0	  0.4853440822241436 	 0.48550792608573307 	 0.5091642563556097 	 0.5238912879127638 	 0.479976020594078 	  18.0	 20.6	 1628.8000000000002	 2078.1000000000004	 1207.4	 1729.5	 0.10000000000000053	 -2.100000000000001	 -43.59999999999992	 -179.1	 1757.1000000000001	 2792.5	 -240.69999999999993	 -827.0  0.5061780388204947 	 0.470348239991898 	 0.5065880189980083 	 0.4762290990766159 	 0.51785023049583 	
1	  13.999999999999998	 19.6	 1752.9	 2064.5	 1256.1000000000001	 1727.0	 -2.5	 0.30000000000000004	 116.70000000000005	 -47.29999999999998	 1833.6000000000001	 3679.2000000000003	 -376.89999999999986	 55.0	  0.5180571444712795 	 0.4866666666666667 	 0.5162294492155114 	 0.5011879292206948 	 0.5172697569441616 	  16.5	 19.3	 1636.2000000000003	 2111.8	 1062.1	 1742.8000000000002	 2.5	 -0.30000000000000027	 -116.70000000000005	 47.29999999999998	 2210.5	 3624.2	 376.8999999999999	 -55.00000000000006  0.4851501158883878 	 0.49143478553330794 	 0.5349685920519321 	 0.5164560029075637 	 0.4845448992058644 	
0	  17.6	 20.7	 1565.8000000000002	 2221.5	 1056.3	 1663.3	 -2.4000000000000012	 -5.799999999999999	 -254.29999999999998	 -154.20000000000005	 1915.3999999999999	 3807.3	 -47.70000000000004	 -71.60000000000008	  0.5051748899148992 	 0.47412895719796705 	 0.4853440822241436 	 0.5368302834115082 	 0.5011514821442464 	  20.0	 26.5	 1820.1000000000001	 2375.7	 1392.3	 2464.2	 2.4000000000000012	 5.799999999999999	 254.29999999999995	 154.20000000000005	 1963.1	 3878.9	 47.700000000000045	 71.60000000000008  0.47445529676934634 	 0.530737561928686 	 0.5033755969043306 	 0.46251812375093065 	 0.5091642563556097 	
0	  14.5	 12.200000000000001	 1536.2	 1667.1	 998.2	 1292.9	 1.2999999999999998	 -9.2	 -157.60000000000008	 -887.3	 1757.4	 3476.2	 -15.399999999999892	 374.6000000000001	  0.4587053847485716 	 0.5213803130077824 	 0.5174197326046648 	 0.5164560029075637 	 0.479976020594078 	  13.200000000000001	 21.400000000000002	 1693.8000000000002	 2554.4	 1025.9	 2394.5	 -1.2999999999999994	 9.2	 157.6000000000001	 887.3	 1772.8	 3101.6	 15.399999999999892	 -374.6  0.5180571444712795 	 0.49782923299565845 	 0.50702924576706 	 0.4904249596557289 	 0.48550792608573307 	
0	  14.9	 19.4	 1556.7000000000003	 1910.0	 1070.1	 1458.6999999999998	 -4.799999999999999	 -2.5	 -325.09999999999997	 -570.0999999999999	 1561.4	 3514.8	 -140.69999999999993	 192.10000000000016	  0.4762290990766159 	 0.4760352760736196 	 0.5162294492155114 	 0.5022769890168765 	 0.5011879292206948 	  19.7	 21.9	 1881.7999999999997	 2480.1	 1323.3	 2231.3	 4.799999999999999	 2.5	 325.09999999999997	 570.0999999999999	 1702.1	 3322.7	 140.69999999999993	 -192.10000000000016  0.5038567065279288 	 0.470348239991898 	 0.5091642563556097 	 0.4869932405817196 	 0.48110957004160887 	
0	  21.4	 23.000000000000004	 1792.1	 1847.5	 1155.4	 1867.7999999999997	 -0.30000000000000066	 5.300000000000001	 -53.40000000000006	 -70.59999999999997	 1829.7000000000003	 3671.7000000000003	 444.1000000000002	 750.4000000000001	  0.5307132571025301 	 0.4851501158883878 	 0.49489295944519823 	 0.530737561928686 	 0.5091642563556097 	  21.7	 17.7	 1845.5	 1918.1000000000001	 1323.8	 1883.3000000000002	 0.30000000000000066	 -5.300000000000001	 53.40000000000006	 70.6	 1385.6	 2921.2999999999997	 -444.1000000000002	 -750.4000000000001  0.470348239991898 	 0.51785023049583 	 0.5368302834115082 	 0.5030250161803191 	 0.5185429589547315 	
1	  20.1	 26.1	 1910.5	 2667.4000000000005	 1406.0000000000002	 2521.4	 1.8999999999999995	 4.999999999999999	 217.69999999999996	 940.3	 2181.6	 3115.3	 38.40000000000006	 -1000.1000000000001	  0.4762290990766159 	 0.47626515471379455 	 0.47445529676934634 	 0.4851501158883878 	 0.49528230267010825 	  18.200000000000003	 21.1	 1692.8	 1727.1	 1201.8	 1423.6999999999998	 -1.899999999999999	 -5.0	 -217.69999999999993	 -940.3	 2143.2	 4115.4	 -38.40000000000006	 1000.1000000000001  0.49138806663184165 	 0.46695837081867997 	 0.470348239991898 	 0.4932591889325919 	 0.4477634011090573 	
0	  20.4	 20.0	 1737.6999999999998	 1779.4999999999998	 1109.6	 1451.3999999999999	 3.8	 -0.9999999999999998	 -59.200000000000045	 -351.20000000000005	 1910.1000000000001	 3122.7999999999997	 161.39999999999992	 931.9000000000001	  0.48148148148148145 	 0.5172697569441616 	 0.5174197326046648 	 0.48520973761907416 	 0.5314717679728479 	  16.6	 21.0	 1796.9	 2130.7000000000003	 1126.8999999999999	 1903.4	 -3.8	 1.0000000000000002	 59.200000000000045	 351.20000000000005	 1748.6999999999998	 2190.8999999999996	 -161.39999999999992	 -931.9000000000001  0.4853440822241436 	 0.5091642563556097 	 0.51785023049583 	 0.5011514821442464 	 0.5162294492155114 	
0	  22.5	 20.9	 1805.5	 1797.6999999999998	 1274.1	 1557.6999999999998	 3.000000000000001	 -3.8	 -90.39999999999998	 -652.8000000000002	 2328.0	 3633.9	 342.30000000000007	 704.2999999999997	  0.5011879292206948 	 0.4837743384922616 	 0.5061780388204947 	 0.48643282594308407 	 0.5051748899148992 	  19.5	 24.699999999999996	 1895.9	 2450.5	 1316.1	 2249.5	 -3.0000000000000004	 3.8	 90.39999999999998	 652.8000000000002	 1985.7	 2929.6000000000004	 -342.30000000000007	 -704.2999999999997  0.5019054432893354 	 0.530737561928686 	 0.5377383474576272 	 0.4904249596557289 	 0.4853440822241436 	
